number,value,datetime_start,datetime_complete,duration,params_xgb_colsample_bytree,params_xgb_learning_rate,params_xgb_max_depth,params_xgb_min_child_weight,params_xgb_n_estimators,params_xgb_reg_alpha,params_xgb_reg_lambda,params_xgb_subsample,user_attrs_feature_level,state
42,-5.1544084994266846e-05,2025-12-04 20:01:32.379075,2025-12-04 20:01:38.695608,0 days 00:00:06.316533,0.47115728737338625,0.00394387036675955,4,4,282,0.9384761757513309,0.9228039399926127,0.8450253901145656,medium,COMPLETE
43,-0.0011397460948216291,2025-12-04 20:01:38.697608,2025-12-04 20:01:47.414432,0 days 00:00:08.716824,0.46371600363524895,0.004572690330967848,3,4,259,0.2077139913182341,0.717426862287492,0.8924416649201877,advanced,COMPLETE
44,-0.0057535574807380625,2025-12-04 20:01:47.416432,2025-12-04 20:02:11.169636,0 days 00:00:23.753204,0.5217784979411219,0.008508843854281871,5,5,588,0.7642596192354758,0.8531708953561065,0.8550154679353159,extensive,COMPLETE
45,-0.0009753403435541763,2025-12-04 20:02:11.170636,2025-12-04 20:02:21.712657,0 days 00:00:10.542021,0.5565865989704906,0.0032417675663152503,4,12,1025,1.6035738069372796,0.4685876681251462,0.7498526465700367,medium,COMPLETE
46,-0.0003534185090125301,2025-12-04 20:02:21.713658,2025-12-04 20:02:29.935420,0 days 00:00:08.221762,0.5902369575326292,0.013963479353686687,3,17,227,1.0610069913510383,2.097108680866598,0.8656758600199479,advanced,COMPLETE
47,-0.0009470627425554786,2025-12-04 20:02:29.937421,2025-12-04 20:02:37.152820,0 days 00:00:07.215399,0.6838265180490897,0.017016043792378893,3,19,209,4.971509633507084,2.0786030972833216,0.8514605282333524,extensive,COMPLETE
48,-0.03677624452975681,2025-12-04 20:02:37.154323,2025-12-04 20:02:48.711023,0 days 00:00:11.556700,0.6038923608170583,0.04049888875585703,5,16,416,0.5652402262665017,1.0611780249100213,0.7986764401467586,medium,COMPLETE
49,-0.0029553043747632866,2025-12-04 20:02:48.712023,2025-12-04 20:03:05.992617,0 days 00:00:17.280594,0.8705794622727765,0.012221754025205717,3,14,609,0.9228445841942019,2.0259967047324103,0.8693219728036383,advanced,COMPLETE
50,-0.024348649734389882,2025-12-04 20:03:05.994119,2025-12-04 20:03:33.541274,0 days 00:00:27.547155,0.6357338258975932,0.007906399922110926,3,20,1052,0.272291890458929,1.3260773830633092,0.8940653262834932,extensive,COMPLETE
51,-0.0005866159609280904,2025-12-04 20:03:33.541274,2025-12-04 20:03:41.046816,0 days 00:00:07.505542,0.5242839654534103,0.005785132505206033,4,18,382,1.0005659734771666,3.4833127080542985,0.7747463031386927,medium,COMPLETE
52,-0.0010054195658737441,2025-12-04 20:03:41.047816,2025-12-04 20:03:52.484762,0 days 00:00:11.436946,0.5009096619444652,0.02631323158492016,4,4,647,1.7633726394543117,0.3851803529555436,0.8066660896112702,advanced,COMPLETE
53,-0.00011429986863065178,2025-12-04 20:03:52.485764,2025-12-04 20:04:05.609679,0 days 00:00:13.123915,0.5855761766856341,0.00445021107317724,5,2,304,1.0987107163271939,2.4264470608551436,0.8337547468281788,extensive,COMPLETE
54,-0.0008014687953803445,2025-12-04 20:04:05.610679,2025-12-04 20:04:10.483132,0 days 00:00:04.872453,0.682512975301029,0.004368859869639493,5,2,202,1.4406367318752353,2.7194692759885175,0.8300015415383216,medium,COMPLETE
