number,value,datetime_start,datetime_complete,duration,params_xgb_colsample_bytree,params_xgb_learning_rate,params_xgb_max_depth,params_xgb_min_child_weight,params_xgb_n_estimators,params_xgb_reg_alpha,params_xgb_reg_lambda,params_xgb_subsample,user_attrs_feat_level,user_attrs_label,user_attrs_model_type,user_attrs_pca_mode,user_attrs_use_PCA,state
72,-0.0016587013529708965,2025-12-08 15:40:11.882981,2025-12-08 15:40:13.475503,0 days 00:00:01.592522,0.30896453390336964,0.004203312924844812,3,4,362,1.8080994952701066,0.29295565383420763,0.7280044544932177,extensive,final,xgb,pca_hybrid,True,COMPLETE
73,-0.0016559721404409238,2025-12-08 15:40:13.476748,2025-12-08 15:40:21.834553,0 days 00:00:08.357805,0.3596350883855859,0.002464259313115602,3,3,2019,2.5597759242689433,0.24014731056355718,0.6389689207694187,extensive,final,xgb,pca_hybrid,True,COMPLETE
74,-0.0016559721404409238,2025-12-08 15:40:21.835557,2025-12-08 15:40:28.586071,0 days 00:00:06.750514,0.7884448605138499,0.0033837628008031814,4,5,1645,2.36907454508988,0.543670916480698,0.5867158745335884,extensive,final,xgb,pca_hybrid,True,COMPLETE
75,-0.0016559721404409238,2025-12-08 15:40:28.586071,2025-12-08 15:40:39.769680,0 days 00:00:11.183609,0.8247495580989058,0.005207505064956476,10,3,2899,2.0957723640807746,0.6743799244781205,0.7576447499232004,extensive,final,xgb,pca_hybrid,True,COMPLETE
76,-0.0016559721404409238,2025-12-08 15:40:39.770718,2025-12-08 15:40:47.122268,0 days 00:00:07.351550,0.8680174579342597,0.0012795053848483993,4,19,1873,2.84561706603543,19.838051808565844,0.8048416664683316,extensive,final,xgb,pca_hybrid,True,COMPLETE
77,-0.0016559721404409238,2025-12-08 15:40:47.122268,2025-12-08 15:40:56.964759,0 days 00:00:09.842491,0.7207008816373236,0.001766557980705946,3,13,2530,3.6429920401382296,0.17904276350315143,0.6189881220672733,extensive,final,xgb,pca_hybrid,True,COMPLETE
78,-0.0016853002921431621,2025-12-08 15:40:56.964759,2025-12-08 15:41:00.562496,0 days 00:00:03.597737,0.3309333384246051,0.0021505793136471275,4,2,861,1.3109087023249961,2.1571857827543717,0.6867118032946118,extensive,final,xgb,pca_hybrid,True,COMPLETE
79,-0.0016559721404409238,2025-12-08 15:41:00.564121,2025-12-08 15:41:05.107603,0 days 00:00:04.543482,0.44287938403058175,0.0040088260661519685,6,6,1083,3.8827239992633804,0.27727923877109845,0.3191869515305037,extensive,final,xgb,pca_hybrid,True,COMPLETE
80,-0.0016548026536929623,2025-12-08 15:41:05.109128,2025-12-08 15:41:08.187252,0 days 00:00:03.078124,0.3643263813558226,0.00862279334587339,8,11,676,1.6537864500865387,7.294010790167621,0.5411298696632723,extensive,final,xgb,pca_hybrid,True,COMPLETE
81,-0.0016597864296674647,2025-12-08 15:41:08.187252,2025-12-08 15:41:11.114098,0 days 00:00:02.926846,0.36942241423304945,0.007889976237416866,8,12,663,1.62386054450739,7.571166409183731,0.5428229446942041,extensive,final,xgb,pca_hybrid,True,COMPLETE
82,-0.0016559721404409238,2025-12-08 15:41:11.114098,2025-12-08 15:41:15.203554,0 days 00:00:04.089456,0.39631040581258803,0.008891001695930068,8,11,962,1.9363217841357336,6.205970111882769,0.5746832921771935,extensive,final,xgb,pca_hybrid,True,COMPLETE
83,-0.0017337295403703212,2025-12-08 15:41:15.204695,2025-12-08 15:41:16.997810,0 days 00:00:01.793115,0.3213051284955624,0.012989091591886303,8,18,317,1.0939666555978689,5.566427112879159,0.6466363842639223,extensive,final,xgb,pca_hybrid,True,COMPLETE
84,-0.0016559721404409238,2025-12-08 15:41:16.997810,2025-12-08 15:41:18.720988,0 days 00:00:01.723178,0.4210940377801191,0.0060452088638356044,9,12,422,2.2358511794615827,3.8619831790131944,0.3733446836121355,extensive,final,xgb,pca_hybrid,True,COMPLETE
85,-0.0017611277853106049,2025-12-08 15:41:18.721891,2025-12-08 15:41:28.065212,0 days 00:00:09.343321,0.30347477357837016,0.010715170304759958,7,13,2271,1.3510644311328655,0.892102448747246,0.6703139014611175,extensive,final,xgb,pca_hybrid,True,COMPLETE
86,-0.0016559721404409238,2025-12-08 15:41:28.065212,2025-12-08 15:41:36.448586,0 days 00:00:08.383374,0.46001661446384967,0.002738805339331231,9,11,2083,1.9392399530292412,7.054591620545073,0.5955778012829827,extensive,final,xgb,pca_hybrid,True,COMPLETE
87,-0.0016566445856622813,2025-12-08 15:41:36.449589,2025-12-08 15:41:38.983361,0 days 00:00:02.533772,0.36507548604368456,0.004895509959778713,7,10,557,1.6976678750675003,9.422739460697112,0.536795289937425,extensive,final,xgb,pca_hybrid,True,COMPLETE
88,-0.0016559721404409238,2025-12-08 15:41:38.983361,2025-12-08 15:41:49.321897,0 days 00:00:10.338536,0.35449618067016775,0.007068974276435244,3,17,2665,2.7411980330085832,0.21323308831979848,0.6241546056970955,extensive,final,xgb,pca_hybrid,True,COMPLETE
89,-0.0016559721404409238,2025-12-08 15:41:49.325017,2025-12-08 15:41:50.790069,0 days 00:00:01.465052,0.4039942576820359,0.023506875703622657,8,8,246,4.12506072998237,3.2390711438753614,0.7251768019625657,extensive,final,xgb,pca_hybrid,True,COMPLETE
90,-0.0016559721404409238,2025-12-08 15:41:50.791119,2025-12-08 15:42:00.481093,0 days 00:00:09.689974,0.38503813606018533,0.020923988206525603,5,9,2416,4.8541483776635435,2.7018808735755044,0.39694080876789656,extensive,final,xgb,pca_hybrid,True,COMPLETE
91,-0.0016559721404409238,2025-12-08 15:42:00.481093,2025-12-08 15:42:08.904526,0 days 00:00:08.423433,0.5244681617561331,0.006412302556550336,6,1,2134,2.1727791617746974,8.380509232736221,0.4461316461047922,extensive,final,xgb,pca_hybrid,True,COMPLETE
92,-0.0016559721404409238,2025-12-08 15:42:08.906155,2025-12-08 15:42:11.758616,0 days 00:00:02.852461,0.5838857126156646,0.00471941445716071,5,2,654,2.4379386980593565,10.479547077924158,0.5660881317225973,extensive,final,xgb,pca_hybrid,True,COMPLETE
93,-0.0016559721404409238,2025-12-08 15:42:11.758616,2025-12-08 15:42:24.937732,0 days 00:00:13.179116,0.5474516734761028,0.0035954426489976333,7,5,3418,1.9250695829241107,12.184581058745003,0.3116848788422764,extensive,final,xgb,pca_hybrid,True,COMPLETE
94,-0.0016852997368641542,2025-12-08 15:42:24.937732,2025-12-08 15:42:30.291501,0 days 00:00:05.353769,0.49678571679540573,0.005782279772812782,6,3,1293,1.4375936422762357,4.808789535488682,0.8641510986912413,extensive,final,xgb,pca_hybrid,True,COMPLETE
