number,value,datetime_start,datetime_complete,duration,params_lasso_alpha,user_attrs_feat_level,user_attrs_label,user_attrs_model_type,user_attrs_pca_mode,user_attrs_use_PCA,state
95,-0.0016559721242364045,2025-12-08 13:31:21.605046,2025-12-08 13:31:23.154816,0 days 00:00:01.549770,0.055741125160393014,extensive,final,lasso,pca_block,True,COMPLETE
96,-0.0016559721242364045,2025-12-08 13:31:23.154816,2025-12-08 13:31:24.685404,0 days 00:00:01.530588,0.6390186476550329,extensive,final,lasso,pca_block,True,COMPLETE
97,-0.0016559721242364045,2025-12-08 13:31:24.686409,2025-12-08 13:31:26.071362,0 days 00:00:01.384953,1.7593995186015685,extensive,final,lasso,pca_block,True,COMPLETE
98,-0.0016559721242364045,2025-12-08 13:31:26.072363,2025-12-08 13:31:27.572660,0 days 00:00:01.500297,4.033010355718211,extensive,final,lasso,pca_block,True,COMPLETE
99,-0.0016559721242364045,2025-12-08 13:31:27.572660,2025-12-08 13:31:29.039463,0 days 00:00:01.466803,5.534988826936119,extensive,final,lasso,pca_block,True,COMPLETE
100,-0.0016559721242364045,2025-12-08 13:31:29.039463,2025-12-08 13:31:30.453797,0 days 00:00:01.414334,0.9952381815844171,extensive,final,lasso,pca_block,True,COMPLETE
101,-0.0016559721242364045,2025-12-08 13:31:30.453797,2025-12-08 13:31:31.937112,0 days 00:00:01.483315,0.002737657663795212,extensive,final,lasso,pca_block,True,COMPLETE
102,-0.0016559721242364045,2025-12-08 13:31:31.937112,2025-12-08 13:31:33.335839,0 days 00:00:01.398727,0.004843506260315027,extensive,final,lasso,pca_block,True,COMPLETE
103,-0.0016559721242364045,2025-12-08 13:31:33.335839,2025-12-08 13:31:34.673992,0 days 00:00:01.338153,0.0035087979289166443,extensive,final,lasso,pca_block,True,COMPLETE
104,-0.0016559721242364045,2025-12-08 13:31:34.673992,2025-12-08 13:31:36.386466,0 days 00:00:01.712474,0.00087972951349419,extensive,final,lasso,pca_block,True,COMPLETE
105,-0.0016559721242364045,2025-12-08 13:31:36.386466,2025-12-08 13:31:37.850953,0 days 00:00:01.464487,0.00648318644632888,extensive,final,lasso,pca_block,True,COMPLETE
106,-0.0016559721242364045,2025-12-08 13:31:37.850953,2025-12-08 13:31:39.237050,0 days 00:00:01.386097,0.018935938276590535,extensive,final,lasso,pca_block,True,COMPLETE
107,-0.0016559721242364045,2025-12-08 13:31:39.237050,2025-12-08 13:31:40.554550,0 days 00:00:01.317500,3.15843858808062,extensive,final,lasso,pca_block,True,COMPLETE
108,-0.0016559721242364045,2025-12-08 13:31:40.554550,2025-12-08 13:31:41.904276,0 days 00:00:01.349726,0.011451225147671945,extensive,final,lasso,pca_block,True,COMPLETE
109,-0.0016559721242364045,2025-12-08 13:31:41.904898,2025-12-08 13:31:43.222037,0 days 00:00:01.317139,0.21373072624989958,extensive,final,lasso,pca_block,True,COMPLETE
110,-0.0016559721242364045,2025-12-08 13:31:43.222037,2025-12-08 13:31:44.554873,0 days 00:00:01.332836,0.0019083069443193424,extensive,final,lasso,pca_block,True,COMPLETE
111,-0.0016559721242364045,2025-12-08 13:31:44.555894,2025-12-08 13:31:45.888448,0 days 00:00:01.332554,0.09471758230171837,extensive,final,lasso,pca_block,True,COMPLETE
112,-0.0016559721242364045,2025-12-08 13:31:45.888448,2025-12-08 13:31:47.220690,0 days 00:00:01.332242,0.07548582557566345,extensive,final,lasso,pca_block,True,COMPLETE
113,-0.0016559721242364045,2025-12-08 13:31:47.221362,2025-12-08 13:31:48.539230,0 days 00:00:01.317868,0.36747343475353084,extensive,final,lasso,pca_block,True,COMPLETE
114,-0.0016559721242364045,2025-12-08 13:31:48.539230,2025-12-08 13:31:50.090247,0 days 00:00:01.551017,0.0012852269721267309,extensive,final,lasso,pca_block,True,COMPLETE
115,-0.0016559721242364045,2025-12-08 13:31:50.090247,2025-12-08 13:31:51.438482,0 days 00:00:01.348235,0.1623986826823725,extensive,final,lasso,pca_block,True,COMPLETE
116,-0.0016559721242364045,2025-12-08 13:31:51.438482,2025-12-08 13:31:52.787016,0 days 00:00:01.348534,6.724329472642336,extensive,final,lasso,pca_block,True,COMPLETE
117,-0.0016559721242364045,2025-12-08 13:31:52.788017,2025-12-08 13:31:54.120772,0 days 00:00:01.332755,9.740839313733572,extensive,final,lasso,pca_block,True,COMPLETE
118,-0.0016559721242364045,2025-12-08 13:31:54.120772,2025-12-08 13:31:55.472120,0 days 00:00:01.351348,0.008479098592150248,extensive,final,lasso,pca_block,True,COMPLETE
119,-0.0016559721242364045,2025-12-08 13:31:55.472120,2025-12-08 13:31:56.886318,0 days 00:00:01.414198,0.03956267654122513,extensive,final,lasso,pca_block,True,COMPLETE
120,-0.0016559721242364045,2025-12-08 13:31:56.886318,2025-12-08 13:31:58.191466,0 days 00:00:01.305148,0.2789711897165939,extensive,final,lasso,pca_block,True,COMPLETE
121,-0.0016559721242364045,2025-12-08 13:31:58.191466,2025-12-08 13:31:59.522674,0 days 00:00:01.331208,0.6079698951814763,extensive,final,lasso,pca_block,True,COMPLETE
122,-0.0016559721242364045,2025-12-08 13:31:59.522674,2025-12-08 13:32:00.887661,0 days 00:00:01.364987,1.3676913713782122,extensive,final,lasso,pca_block,True,COMPLETE
123,-0.0016559721242364045,2025-12-08 13:32:00.888664,2025-12-08 13:32:02.240421,0 days 00:00:01.351757,0.02357928921139686,extensive,final,lasso,pca_block,True,COMPLETE
124,-0.0016559721242364045,2025-12-08 13:32:02.240421,2025-12-08 13:32:03.558431,0 days 00:00:01.318010,0.801280246423981,extensive,final,lasso,pca_block,True,COMPLETE
125,-0.0016559721242364045,2025-12-08 13:32:03.558431,2025-12-08 13:32:04.904299,0 days 00:00:01.345868,0.1321802147985769,extensive,final,lasso,pca_block,True,COMPLETE
126,-0.0016559721242364045,2025-12-08 13:32:04.905697,2025-12-08 13:32:06.271702,0 days 00:00:01.366005,0.00350876470007063,extensive,final,lasso,pca_block,True,COMPLETE
127,-0.0016559721242364045,2025-12-08 13:32:06.271702,2025-12-08 13:32:07.589375,0 days 00:00:01.317673,0.005497591495481867,extensive,final,lasso,pca_block,True,COMPLETE
128,-0.0016559721242364045,2025-12-08 13:32:07.590441,2025-12-08 13:32:08.939215,0 days 00:00:01.348774,0.015837933863920173,extensive,final,lasso,pca_block,True,COMPLETE
129,-0.0016559721242364045,2025-12-08 13:32:08.939711,2025-12-08 13:32:10.255521,0 days 00:00:01.315810,2.1721857583432462,extensive,final,lasso,pca_block,True,COMPLETE
130,-0.0016559721242364045,2025-12-08 13:32:10.256358,2025-12-08 13:32:11.589377,0 days 00:00:01.333019,4.939255304482459,extensive,final,lasso,pca_block,True,COMPLETE
131,-0.0016559721242364045,2025-12-08 13:32:11.590578,2025-12-08 13:32:12.889847,0 days 00:00:01.299269,0.0023911568906553357,extensive,final,lasso,pca_block,True,COMPLETE
