number,value,datetime_start,datetime_complete,duration,params_lasso_alpha,user_attrs_feat_level,user_attrs_label,user_attrs_model_type,user_attrs_pca_mode,user_attrs_use_PCA,state
92,-0.0016559721242364045,2025-12-08 13:23:46.309709,2025-12-08 13:23:47.679192,0 days 00:00:01.369483,0.0025709977025132934,extensive,final,lasso,pca_hybrid,True,COMPLETE
93,-0.0016559721242364045,2025-12-08 13:23:47.679192,2025-12-08 13:23:49.078978,0 days 00:00:01.399786,0.001574171875899605,extensive,final,lasso,pca_hybrid,True,COMPLETE
94,-0.0016559721242364045,2025-12-08 13:23:49.078978,2025-12-08 13:23:50.492280,0 days 00:00:01.413302,0.00951512529017193,extensive,final,lasso,pca_hybrid,True,COMPLETE
95,-0.0016559721242364045,2025-12-08 13:23:50.493400,2025-12-08 13:23:51.877055,0 days 00:00:01.383655,3.047783434434897,extensive,final,lasso,pca_hybrid,True,COMPLETE
96,-0.0016559721242364045,2025-12-08 13:23:51.877055,2025-12-08 13:23:53.309117,0 days 00:00:01.432062,0.6624208399826624,extensive,final,lasso,pca_hybrid,True,COMPLETE
97,-0.0016559721242364045,2025-12-08 13:23:53.310193,2025-12-08 13:23:54.712697,0 days 00:00:01.402504,1.0736813141811976,extensive,final,lasso,pca_hybrid,True,COMPLETE
98,-0.0016559721242364045,2025-12-08 13:23:54.712697,2025-12-08 13:23:56.111310,0 days 00:00:01.398613,0.0066808383389484124,extensive,final,lasso,pca_hybrid,True,COMPLETE
99,-0.0016559721242364045,2025-12-08 13:23:56.111310,2025-12-08 13:23:57.512984,0 days 00:00:01.401674,1.8394298667697115,extensive,final,lasso,pca_hybrid,True,COMPLETE
100,-8.365646681706847,2025-12-08 13:23:57.512984,2025-12-08 13:23:58.894117,0 days 00:00:01.381133,0.0004428398985712729,extensive,final,lasso,pca_hybrid,True,COMPLETE
101,-0.0016559721242364045,2025-12-08 13:23:58.894117,2025-12-08 13:24:00.309712,0 days 00:00:01.415595,0.04439907944840581,extensive,final,lasso,pca_hybrid,True,COMPLETE
102,-0.0016559721242364045,2025-12-08 13:24:00.310623,2025-12-08 13:24:01.810595,0 days 00:00:01.499972,0.09206843162892896,extensive,final,lasso,pca_hybrid,True,COMPLETE
103,-0.0016559721242364045,2025-12-08 13:24:01.811073,2025-12-08 13:24:03.294010,0 days 00:00:01.482937,0.016145256254388247,extensive,final,lasso,pca_hybrid,True,COMPLETE
