number,value,datetime_start,datetime_complete,duration,params_enet_alpha,params_enet_l1_ratio,user_attrs_feat_level,user_attrs_label,user_attrs_model_type,user_attrs_pca_mode,user_attrs_use_PCA,state
123,-0.0016559721242364045,2025-12-08 13:39:26.281849,2025-12-08 13:39:27.796947,0 days 00:00:01.515098,0.030111584811261093,0.21372057548938078,extensive,final,elastic,pca_only,True,COMPLETE
124,-0.0016559721242364045,2025-12-08 13:39:27.798291,2025-12-08 13:39:29.265107,0 days 00:00:01.466816,0.02289222377739634,0.732592154053448,extensive,final,elastic,pca_only,True,COMPLETE
125,-0.0016559721242364045,2025-12-08 13:39:29.265107,2025-12-08 13:39:30.733984,0 days 00:00:01.468877,0.08175785431461122,0.08880549850224204,extensive,final,elastic,pca_only,True,COMPLETE
126,-0.0016559721242364045,2025-12-08 13:39:30.733984,2025-12-08 13:39:32.182968,0 days 00:00:01.448984,0.007375656772340077,0.6839095369278472,extensive,final,elastic,pca_only,True,COMPLETE
127,-0.0016559721242364045,2025-12-08 13:39:32.183973,2025-12-08 13:39:33.650714,0 days 00:00:01.466741,0.019546636680809092,0.415612348122446,extensive,final,elastic,pca_only,True,COMPLETE
128,-0.0016559721242364045,2025-12-08 13:39:33.650714,2025-12-08 13:39:35.298091,0 days 00:00:01.647377,0.03891702001751524,0.17122023896018718,extensive,final,elastic,pca_only,True,COMPLETE
129,-0.0016559721242364045,2025-12-08 13:39:35.298091,2025-12-08 13:39:36.831712,0 days 00:00:01.533621,0.06936584184593814,0.3429735991334917,extensive,final,elastic,pca_only,True,COMPLETE
130,-0.0016559721242364045,2025-12-08 13:39:36.832154,2025-12-08 13:39:38.414951,0 days 00:00:01.582797,0.054678248708171014,0.33628944047541764,extensive,final,elastic,pca_only,True,COMPLETE
131,-0.0016559721242364045,2025-12-08 13:39:38.414951,2025-12-08 13:39:39.735834,0 days 00:00:01.320883,0.009557718314860235,0.876128478962084,extensive,final,elastic,pca_only,True,COMPLETE
132,-0.0016559721242364045,2025-12-08 13:39:39.735834,2025-12-08 13:39:41.233042,0 days 00:00:01.497208,0.005563834833106116,0.27497305089436797,extensive,final,elastic,pca_only,True,COMPLETE
133,-0.0016559721242364045,2025-12-08 13:39:41.233042,2025-12-08 13:39:42.733038,0 days 00:00:01.499996,0.0026560500029771993,0.5841262795096895,extensive,final,elastic,pca_only,True,COMPLETE
134,-0.0016559721242364045,2025-12-08 13:39:42.733038,2025-12-08 13:39:44.248162,0 days 00:00:01.515124,0.011528108712537023,0.6308999828960903,extensive,final,elastic,pca_only,True,COMPLETE
135,-0.0016559721242364045,2025-12-08 13:39:44.248162,2025-12-08 13:39:45.651492,0 days 00:00:01.403330,0.015225714791569082,0.8297857452019567,extensive,final,elastic,pca_only,True,COMPLETE
