number,value,datetime_start,datetime_complete,duration,user_attrs_feature_level,state
121,-441600454.5746885,2025-12-07 15:59:38.544144,2025-12-07 15:59:41.156629,0 days 00:00:02.612485,advanced,COMPLETE
122,-441600454.5746885,2025-12-07 15:59:41.156629,2025-12-07 15:59:43.635056,0 days 00:00:02.478427,advanced,COMPLETE
123,-441600454.5746885,2025-12-07 15:59:43.635056,2025-12-07 15:59:46.178852,0 days 00:00:02.543796,advanced,COMPLETE
124,-441600454.5746885,2025-12-07 15:59:46.178852,2025-12-07 15:59:48.697733,0 days 00:00:02.518881,advanced,COMPLETE
125,-441600454.5746885,2025-12-07 15:59:48.697733,2025-12-07 15:59:51.199274,0 days 00:00:02.501541,advanced,COMPLETE
126,-441600454.5746885,2025-12-07 15:59:51.200355,2025-12-07 15:59:53.697729,0 days 00:00:02.497374,advanced,COMPLETE
127,-441600454.5746885,2025-12-07 15:59:53.697729,2025-12-07 15:59:56.009568,0 days 00:00:02.311839,advanced,COMPLETE
128,-441600454.5746885,2025-12-07 15:59:56.009568,2025-12-07 15:59:58.500127,0 days 00:00:02.490559,advanced,COMPLETE
129,-441600454.5746885,2025-12-07 15:59:58.501272,2025-12-07 16:00:01.012295,0 days 00:00:02.511023,advanced,COMPLETE
130,-441600454.5746885,2025-12-07 16:00:01.012295,2025-12-07 16:00:03.515378,0 days 00:00:02.503083,advanced,COMPLETE
131,-441600454.5746885,2025-12-07 16:00:03.516575,2025-12-07 16:00:05.904658,0 days 00:00:02.388083,advanced,COMPLETE
132,-441600454.5746885,2025-12-07 16:00:05.904658,2025-12-07 16:00:08.445439,0 days 00:00:02.540781,advanced,COMPLETE
133,-441600454.5746885,2025-12-07 16:00:08.445439,2025-12-07 16:00:10.947660,0 days 00:00:02.502221,advanced,COMPLETE
134,-441600454.5746885,2025-12-07 16:00:10.947660,2025-12-07 16:00:13.451167,0 days 00:00:02.503507,advanced,COMPLETE
135,-441600454.5746885,2025-12-07 16:00:13.451167,2025-12-07 16:00:15.856969,0 days 00:00:02.405802,advanced,COMPLETE
136,-441600454.5746885,2025-12-07 16:00:15.856969,2025-12-07 16:00:18.361479,0 days 00:00:02.504510,advanced,COMPLETE
137,-441600454.5746885,2025-12-07 16:00:18.361479,2025-12-07 16:00:20.847935,0 days 00:00:02.486456,advanced,COMPLETE
138,-441600454.5746885,2025-12-07 16:00:20.850273,2025-12-07 16:00:23.780071,0 days 00:00:02.929798,advanced,COMPLETE
139,-441600454.5746885,2025-12-07 16:00:23.780071,2025-12-07 16:00:26.282603,0 days 00:00:02.502532,advanced,COMPLETE
140,-441600454.5746885,2025-12-07 16:00:26.282603,2025-12-07 16:00:28.861357,0 days 00:00:02.578754,advanced,COMPLETE
141,-441600454.5746885,2025-12-07 16:00:28.861357,2025-12-07 16:00:31.351333,0 days 00:00:02.489976,advanced,COMPLETE
142,-441600454.5746885,2025-12-07 16:00:31.352394,2025-12-07 16:00:33.867415,0 days 00:00:02.515021,advanced,COMPLETE
143,-441600454.5746885,2025-12-07 16:00:33.867415,2025-12-07 16:00:36.400048,0 days 00:00:02.532633,advanced,COMPLETE
144,-441600454.5746885,2025-12-07 16:00:36.401080,2025-12-07 16:00:38.914124,0 days 00:00:02.513044,advanced,COMPLETE
145,-441600454.5746885,2025-12-07 16:00:38.915181,2025-12-07 16:00:41.381985,0 days 00:00:02.466804,advanced,COMPLETE
146,-441600454.5746885,2025-12-07 16:00:41.383569,2025-12-07 16:00:43.881842,0 days 00:00:02.498273,advanced,COMPLETE
147,-441600454.5746885,2025-12-07 16:00:43.881842,2025-12-07 16:00:46.335771,0 days 00:00:02.453929,advanced,COMPLETE
148,-441600454.5746885,2025-12-07 16:00:46.335771,2025-12-07 16:00:48.869151,0 days 00:00:02.533380,advanced,COMPLETE
149,-441600454.5746885,2025-12-07 16:00:48.869151,2025-12-07 16:00:51.400157,0 days 00:00:02.531006,advanced,COMPLETE
150,-441600454.5746885,2025-12-07 16:00:51.401372,2025-12-07 16:00:53.886574,0 days 00:00:02.485202,advanced,COMPLETE
151,-441600454.5746885,2025-12-07 16:00:53.886574,2025-12-07 16:00:56.197071,0 days 00:00:02.310497,advanced,COMPLETE
152,-441600454.5746885,2025-12-07 16:00:56.197071,2025-12-07 16:00:58.672755,0 days 00:00:02.475684,advanced,COMPLETE
153,-441600454.5746885,2025-12-07 16:00:58.672755,2025-12-07 16:01:01.153135,0 days 00:00:02.480380,advanced,COMPLETE
154,-441600454.5746885,2025-12-07 16:01:01.153135,2025-12-07 16:01:03.652113,0 days 00:00:02.498978,advanced,COMPLETE
155,-441600454.5746885,2025-12-07 16:01:03.652113,2025-12-07 16:01:06.195727,0 days 00:00:02.543614,advanced,COMPLETE
156,-441600454.5746885,2025-12-07 16:01:06.195727,2025-12-07 16:01:08.697065,0 days 00:00:02.501338,advanced,COMPLETE
