number,value,datetime_start,datetime_complete,duration,params_ridge_alpha,user_attrs_feature_level,state
116,-156294397.71277785,2025-12-07 16:52:15.591586,2025-12-07 16:52:17.603161,0 days 00:00:02.011575,0.00013228445869535238,extensive,COMPLETE
117,-21565.842495003657,2025-12-07 16:52:17.603893,2025-12-07 16:52:19.649654,0 days 00:00:02.045761,230.70310422149043,extensive,COMPLETE
118,-8312.221197211984,2025-12-07 16:52:19.650601,2025-12-07 16:52:21.653308,0 days 00:00:02.002707,528.9545258191813,extensive,COMPLETE
119,-11506.94031945426,2025-12-07 16:52:21.655243,2025-12-07 16:52:23.785874,0 days 00:00:02.130631,391.58618839148903,extensive,COMPLETE
120,-4606.525963346722,2025-12-07 16:52:23.785874,2025-12-07 16:52:25.825961,0 days 00:00:02.040087,998.2443569153445,extensive,COMPLETE
121,-4717.810175534539,2025-12-07 16:52:25.825961,2025-12-07 16:52:27.836090,0 days 00:00:02.010129,969.8855777406006,extensive,COMPLETE
122,-6782.88827212762,2025-12-07 16:52:27.837182,2025-12-07 16:52:29.904826,0 days 00:00:02.067644,647.9577819629725,extensive,COMPLETE
123,-6642.27244696732,2025-12-07 16:52:29.906904,2025-12-07 16:52:31.954294,0 days 00:00:02.047390,662.1853194494983,extensive,COMPLETE
124,-9284.058575991836,2025-12-07 16:52:31.956300,2025-12-07 16:52:34.004209,0 days 00:00:02.047909,476.177419533895,extensive,COMPLETE
125,-4611.772810907701,2025-12-07 16:52:34.005215,2025-12-07 16:52:36.032073,0 days 00:00:02.026858,996.8659834690883,extensive,COMPLETE
126,-15564.640203868541,2025-12-07 16:52:36.032594,2025-12-07 16:52:38.145825,0 days 00:00:02.113231,301.7287600608128,extensive,COMPLETE
127,-4846798.610075032,2025-12-07 16:52:38.145825,2025-12-07 16:52:40.205907,0 days 00:00:02.060082,0.8398747878281033,extensive,COMPLETE
128,-4766.05675219316,2025-12-07 16:52:40.205907,2025-12-07 16:52:42.312815,0 days 00:00:02.106908,958.1378481687956,extensive,COMPLETE
129,-6744.500111475797,2025-12-07 16:52:42.312815,2025-12-07 16:52:44.212966,0 days 00:00:01.900151,651.771344131178,extensive,COMPLETE
130,-25742.97739075414,2025-12-07 16:52:44.214978,2025-12-07 16:52:46.282245,0 days 00:00:02.067267,200.15809767178857,extensive,COMPLETE
