number,value,datetime_start,datetime_complete,duration,user_attrs_feature_level,state
141,-27.39197360030307,2025-12-07 15:41:05.707420,2025-12-07 15:41:05.940243,0 days 00:00:00.232823,simple,COMPLETE
142,-27.39197360030307,2025-12-07 15:41:05.940243,2025-12-07 15:41:06.173332,0 days 00:00:00.233089,simple,COMPLETE
143,-27.39197360030307,2025-12-07 15:41:06.173332,2025-12-07 15:41:06.408091,0 days 00:00:00.234759,simple,COMPLETE
144,-27.39197360030307,2025-12-07 15:41:06.408091,2025-12-07 15:41:06.640716,0 days 00:00:00.232625,simple,COMPLETE
145,-27.39197360030307,2025-12-07 15:41:06.640716,2025-12-07 15:41:06.874432,0 days 00:00:00.233716,simple,COMPLETE
146,-27.39197360030307,2025-12-07 15:41:06.874432,2025-12-07 15:41:07.107515,0 days 00:00:00.233083,simple,COMPLETE
147,-27.39197360030307,2025-12-07 15:41:07.107515,2025-12-07 15:41:07.340498,0 days 00:00:00.232983,simple,COMPLETE
148,-27.39197360030307,2025-12-07 15:41:07.340498,2025-12-07 15:41:07.573427,0 days 00:00:00.232929,simple,COMPLETE
149,-27.39197360030307,2025-12-07 15:41:07.573427,2025-12-07 15:41:07.808753,0 days 00:00:00.235326,simple,COMPLETE
150,-27.39197360030307,2025-12-07 15:41:07.808753,2025-12-07 15:41:08.041389,0 days 00:00:00.232636,simple,COMPLETE
151,-27.39197360030307,2025-12-07 15:41:08.041389,2025-12-07 15:41:08.275786,0 days 00:00:00.234397,simple,COMPLETE
152,-27.39197360030307,2025-12-07 15:41:08.276289,2025-12-07 15:41:08.507698,0 days 00:00:00.231409,simple,COMPLETE
153,-27.39197360030307,2025-12-07 15:41:08.507698,2025-12-07 15:41:08.740872,0 days 00:00:00.233174,simple,COMPLETE
154,-27.39197360030307,2025-12-07 15:41:08.740872,2025-12-07 15:41:08.974742,0 days 00:00:00.233870,simple,COMPLETE
155,-27.39197360030307,2025-12-07 15:41:08.974742,2025-12-07 15:41:09.207204,0 days 00:00:00.232462,simple,COMPLETE
156,-27.39197360030307,2025-12-07 15:41:09.209199,2025-12-07 15:41:09.457247,0 days 00:00:00.248048,simple,COMPLETE
157,-27.39197360030307,2025-12-07 15:41:09.457247,2025-12-07 15:41:09.687475,0 days 00:00:00.230228,simple,COMPLETE
158,-27.39197360030307,2025-12-07 15:41:09.687475,2025-12-07 15:41:09.925201,0 days 00:00:00.237726,simple,COMPLETE
159,-27.39197360030307,2025-12-07 15:41:09.925201,2025-12-07 15:41:10.156051,0 days 00:00:00.230850,simple,COMPLETE
160,-27.39197360030307,2025-12-07 15:41:10.156051,2025-12-07 15:41:10.389383,0 days 00:00:00.233332,simple,COMPLETE
161,-27.39197360030307,2025-12-07 15:41:10.389383,2025-12-07 15:41:10.623022,0 days 00:00:00.233639,simple,COMPLETE
162,-27.39197360030307,2025-12-07 15:41:10.623022,2025-12-07 15:41:10.856600,0 days 00:00:00.233578,simple,COMPLETE
163,-27.39197360030307,2025-12-07 15:41:10.856600,2025-12-07 15:41:11.092019,0 days 00:00:00.235419,simple,COMPLETE
164,-27.39197360030307,2025-12-07 15:41:11.092019,2025-12-07 15:41:11.324706,0 days 00:00:00.232687,simple,COMPLETE
165,-27.39197360030307,2025-12-07 15:41:11.325347,2025-12-07 15:41:11.558234,0 days 00:00:00.232887,simple,COMPLETE
166,-27.39197360030307,2025-12-07 15:41:11.558234,2025-12-07 15:41:11.792589,0 days 00:00:00.234355,simple,COMPLETE
167,-27.39197360030307,2025-12-07 15:41:11.793601,2025-12-07 15:41:12.024121,0 days 00:00:00.230520,simple,COMPLETE
168,-27.39197360030307,2025-12-07 15:41:12.024121,2025-12-07 15:41:12.256261,0 days 00:00:00.232140,simple,COMPLETE
169,-27.39197360030307,2025-12-07 15:41:12.256261,2025-12-07 15:41:12.491963,0 days 00:00:00.235702,simple,COMPLETE
170,-27.39197360030307,2025-12-07 15:41:12.491963,2025-12-07 15:41:12.724140,0 days 00:00:00.232177,simple,COMPLETE
171,-27.39197360030307,2025-12-07 15:41:12.724140,2025-12-07 15:41:12.958170,0 days 00:00:00.234030,simple,COMPLETE
172,-27.39197360030307,2025-12-07 15:41:12.958170,2025-12-07 15:41:13.191489,0 days 00:00:00.233319,simple,COMPLETE
173,-27.39197360030307,2025-12-07 15:41:13.191489,2025-12-07 15:41:13.424897,0 days 00:00:00.233408,simple,COMPLETE
174,-27.39197360030307,2025-12-07 15:41:13.424897,2025-12-07 15:41:13.658660,0 days 00:00:00.233763,simple,COMPLETE
175,-27.39197360030307,2025-12-07 15:41:13.658660,2025-12-07 15:41:13.892787,0 days 00:00:00.234127,simple,COMPLETE
176,-27.39197360030307,2025-12-07 15:41:13.893799,2025-12-07 15:41:14.124836,0 days 00:00:00.231037,simple,COMPLETE
177,-27.39197360030307,2025-12-07 15:41:14.124836,2025-12-07 15:41:14.358105,0 days 00:00:00.233269,simple,COMPLETE
178,-27.39197360030307,2025-12-07 15:41:14.358678,2025-12-07 15:41:14.592080,0 days 00:00:00.233402,simple,COMPLETE
179,-27.39197360030307,2025-12-07 15:41:14.592080,2025-12-07 15:41:14.823937,0 days 00:00:00.231857,simple,COMPLETE
180,-27.39197360030307,2025-12-07 15:41:14.823937,2025-12-07 15:41:15.057867,0 days 00:00:00.233930,simple,COMPLETE
181,-27.39197360030307,2025-12-07 15:41:15.057867,2025-12-07 15:41:15.290989,0 days 00:00:00.233122,simple,COMPLETE
182,-27.39197360030307,2025-12-07 15:41:15.290989,2025-12-07 15:41:15.523887,0 days 00:00:00.232898,simple,COMPLETE
183,-27.39197360030307,2025-12-07 15:41:15.523887,2025-12-07 15:41:15.757986,0 days 00:00:00.234099,simple,COMPLETE
184,-27.39197360030307,2025-12-07 15:41:15.757986,2025-12-07 15:41:16.007702,0 days 00:00:00.249716,simple,COMPLETE
185,-27.39197360030307,2025-12-07 15:41:16.007702,2025-12-07 15:41:16.241210,0 days 00:00:00.233508,simple,COMPLETE
186,-27.39197360030307,2025-12-07 15:41:16.241210,2025-12-07 15:41:16.472852,0 days 00:00:00.231642,simple,COMPLETE
187,-27.39197360030307,2025-12-07 15:41:16.472852,2025-12-07 15:41:16.707893,0 days 00:00:00.235041,simple,COMPLETE
188,-27.39197360030307,2025-12-07 15:41:16.707893,2025-12-07 15:41:16.941490,0 days 00:00:00.233597,simple,COMPLETE
189,-27.39197360030307,2025-12-07 15:41:16.941490,2025-12-07 15:41:17.173750,0 days 00:00:00.232260,simple,COMPLETE
190,-27.39197360030307,2025-12-07 15:41:17.173750,2025-12-07 15:41:17.422472,0 days 00:00:00.248722,simple,COMPLETE
191,-27.39197360030307,2025-12-07 15:41:17.422472,2025-12-07 15:41:17.672991,0 days 00:00:00.250519,simple,COMPLETE
192,-27.39197360030307,2025-12-07 15:41:17.672991,2025-12-07 15:41:17.907361,0 days 00:00:00.234370,simple,COMPLETE
193,-27.39197360030307,2025-12-07 15:41:17.907361,2025-12-07 15:41:18.140273,0 days 00:00:00.232912,simple,COMPLETE
194,-27.39197360030307,2025-12-07 15:41:18.140273,2025-12-07 15:41:18.372350,0 days 00:00:00.232077,simple,COMPLETE
195,-27.39197360030307,2025-12-07 15:41:18.372350,2025-12-07 15:41:18.607769,0 days 00:00:00.235419,simple,COMPLETE
196,-27.39197360030307,2025-12-07 15:41:18.607769,2025-12-07 15:41:18.840957,0 days 00:00:00.233188,simple,COMPLETE
197,-27.39197360030307,2025-12-07 15:41:18.840957,2025-12-07 15:41:19.073908,0 days 00:00:00.232951,simple,COMPLETE
198,-27.39197360030307,2025-12-07 15:41:19.073908,2025-12-07 15:41:19.307842,0 days 00:00:00.233934,simple,COMPLETE
199,-27.39197360030307,2025-12-07 15:41:19.307842,2025-12-07 15:41:19.541487,0 days 00:00:00.233645,simple,COMPLETE
200,-27.39197360030307,2025-12-07 15:41:19.541487,2025-12-07 15:41:19.790382,0 days 00:00:00.248895,simple,COMPLETE
201,-27.39197360030307,2025-12-07 15:41:19.790382,2025-12-07 15:41:20.040008,0 days 00:00:00.249626,simple,COMPLETE
202,-27.39197360030307,2025-12-07 15:41:20.040008,2025-12-07 15:41:20.273557,0 days 00:00:00.233549,simple,COMPLETE
203,-27.39197360030307,2025-12-07 15:41:20.273557,2025-12-07 15:41:20.507720,0 days 00:00:00.234163,simple,COMPLETE
204,-27.39197360030307,2025-12-07 15:41:20.507720,2025-12-07 15:41:20.741634,0 days 00:00:00.233914,simple,COMPLETE
205,-27.39197360030307,2025-12-07 15:41:20.743644,2025-12-07 15:41:20.973149,0 days 00:00:00.229505,simple,COMPLETE
206,-27.39197360030307,2025-12-07 15:41:20.973149,2025-12-07 15:41:21.207006,0 days 00:00:00.233857,simple,COMPLETE
207,-27.39197360030307,2025-12-07 15:41:21.208737,2025-12-07 15:41:21.440863,0 days 00:00:00.232126,simple,COMPLETE
208,-27.39197360030307,2025-12-07 15:41:21.440863,2025-12-07 15:41:21.673579,0 days 00:00:00.232716,simple,COMPLETE
