number,value,datetime_start,datetime_complete,duration,user_attrs_feature_level,state
110,-34.77475430736301,2025-12-07 15:39:53.906676,2025-12-07 15:39:54.106584,0 days 00:00:00.199908,none,COMPLETE
111,-34.77475430736301,2025-12-07 15:39:54.107595,2025-12-07 15:39:54.307121,0 days 00:00:00.199526,none,COMPLETE
112,-34.77475430736301,2025-12-07 15:39:54.307633,2025-12-07 15:39:54.506910,0 days 00:00:00.199277,none,COMPLETE
113,-34.77475430736301,2025-12-07 15:39:54.507920,2025-12-07 15:39:54.724613,0 days 00:00:00.216693,none,COMPLETE
114,-34.77475430736301,2025-12-07 15:39:54.724613,2025-12-07 15:39:54.921832,0 days 00:00:00.197219,none,COMPLETE
115,-34.77475430736301,2025-12-07 15:39:54.921832,2025-12-07 15:39:55.122980,0 days 00:00:00.201148,none,COMPLETE
116,-34.77475430736301,2025-12-07 15:39:55.122980,2025-12-07 15:39:55.338914,0 days 00:00:00.215934,none,COMPLETE
117,-34.77475430736301,2025-12-07 15:39:55.338914,2025-12-07 15:39:55.554782,0 days 00:00:00.215868,none,COMPLETE
118,-34.77475430736301,2025-12-07 15:39:55.554782,2025-12-07 15:39:55.771675,0 days 00:00:00.216893,none,COMPLETE
119,-34.77475430736301,2025-12-07 15:39:55.771675,2025-12-07 15:39:55.973727,0 days 00:00:00.202052,none,COMPLETE
120,-34.77475430736301,2025-12-07 15:39:55.973727,2025-12-07 15:39:56.189508,0 days 00:00:00.215781,none,COMPLETE
121,-34.77475430736301,2025-12-07 15:39:56.189508,2025-12-07 15:39:56.387087,0 days 00:00:00.197579,none,COMPLETE
122,-34.77475430736301,2025-12-07 15:39:56.387087,2025-12-07 15:39:56.605622,0 days 00:00:00.218535,none,COMPLETE
123,-34.77475430736301,2025-12-07 15:39:56.607376,2025-12-07 15:39:56.821768,0 days 00:00:00.214392,none,COMPLETE
124,-34.77475430736301,2025-12-07 15:39:56.821768,2025-12-07 15:39:57.039486,0 days 00:00:00.217718,none,COMPLETE
125,-34.77475430736301,2025-12-07 15:39:57.039486,2025-12-07 15:39:57.238547,0 days 00:00:00.199061,none,COMPLETE
126,-34.77475430736301,2025-12-07 15:39:57.238547,2025-12-07 15:39:57.438913,0 days 00:00:00.200366,none,COMPLETE
127,-34.77475430736301,2025-12-07 15:39:57.438913,2025-12-07 15:39:57.655587,0 days 00:00:00.216674,none,COMPLETE
128,-34.77475430736301,2025-12-07 15:39:57.655587,2025-12-07 15:39:57.871868,0 days 00:00:00.216281,none,COMPLETE
129,-34.77475430736301,2025-12-07 15:39:57.871868,2025-12-07 15:39:58.072343,0 days 00:00:00.200475,none,COMPLETE
130,-34.77475430736301,2025-12-07 15:39:58.072343,2025-12-07 15:39:58.273409,0 days 00:00:00.201066,none,COMPLETE
131,-34.77475430736301,2025-12-07 15:39:58.273914,2025-12-07 15:39:58.472083,0 days 00:00:00.198169,none,COMPLETE
132,-34.77475430736301,2025-12-07 15:39:58.472083,2025-12-07 15:39:58.673120,0 days 00:00:00.201037,none,COMPLETE
133,-34.77475430736301,2025-12-07 15:39:58.673120,2025-12-07 15:39:58.872696,0 days 00:00:00.199576,none,COMPLETE
134,-34.77475430736301,2025-12-07 15:39:58.872696,2025-12-07 15:39:59.088462,0 days 00:00:00.215766,none,COMPLETE
135,-34.77475430736301,2025-12-07 15:39:59.088462,2025-12-07 15:39:59.289527,0 days 00:00:00.201065,none,COMPLETE
136,-34.77475430736301,2025-12-07 15:39:59.289527,2025-12-07 15:39:59.489310,0 days 00:00:00.199783,none,COMPLETE
137,-34.77475430736301,2025-12-07 15:39:59.489310,2025-12-07 15:39:59.705768,0 days 00:00:00.216458,none,COMPLETE
138,-34.77475430736301,2025-12-07 15:39:59.705768,2025-12-07 15:39:59.922315,0 days 00:00:00.216547,none,COMPLETE
139,-34.77475430736301,2025-12-07 15:39:59.922315,2025-12-07 15:40:00.139660,0 days 00:00:00.217345,none,COMPLETE
140,-34.77475430736301,2025-12-07 15:40:00.139660,2025-12-07 15:40:00.339623,0 days 00:00:00.199963,none,COMPLETE
141,-34.77475430736301,2025-12-07 15:40:00.339623,2025-12-07 15:40:00.555206,0 days 00:00:00.215583,none,COMPLETE
142,-34.77475430736301,2025-12-07 15:40:00.555206,2025-12-07 15:40:00.773320,0 days 00:00:00.218114,none,COMPLETE
143,-34.77475430736301,2025-12-07 15:40:00.773320,2025-12-07 15:40:00.973994,0 days 00:00:00.200674,none,COMPLETE
144,-34.77475430736301,2025-12-07 15:40:00.973994,2025-12-07 15:40:01.187608,0 days 00:00:00.213614,none,COMPLETE
145,-34.77475430736301,2025-12-07 15:40:01.187608,2025-12-07 15:40:01.389520,0 days 00:00:00.201912,none,COMPLETE
146,-34.77475430736301,2025-12-07 15:40:01.389520,2025-12-07 15:40:01.476594,0 days 00:00:00.087074,none,COMPLETE
147,-34.77475430736301,2025-12-07 15:40:01.477621,2025-12-07 15:40:01.673143,0 days 00:00:00.195522,none,COMPLETE
148,-34.77475430736301,2025-12-07 15:40:01.673143,2025-12-07 15:40:01.872083,0 days 00:00:00.198940,none,COMPLETE
149,-34.77475430736301,2025-12-07 15:40:01.872083,2025-12-07 15:40:02.072646,0 days 00:00:00.200563,none,COMPLETE
150,-34.77475430736301,2025-12-07 15:40:02.072646,2025-12-07 15:40:02.161546,0 days 00:00:00.088900,none,COMPLETE
151,-34.77475430736301,2025-12-07 15:40:02.161546,2025-12-07 15:40:02.371453,0 days 00:00:00.209907,none,COMPLETE
152,-34.77475430736301,2025-12-07 15:40:02.371453,2025-12-07 15:40:02.574001,0 days 00:00:00.202548,none,COMPLETE
153,-34.77475430736301,2025-12-07 15:40:02.574001,2025-12-07 15:40:02.773420,0 days 00:00:00.199419,none,COMPLETE
154,-34.77475430736301,2025-12-07 15:40:02.773923,2025-12-07 15:40:02.989237,0 days 00:00:00.215314,none,COMPLETE
155,-34.77475430736301,2025-12-07 15:40:02.989237,2025-12-07 15:40:03.189951,0 days 00:00:00.200714,none,COMPLETE
156,-34.77475430736301,2025-12-07 15:40:03.189951,2025-12-07 15:40:03.405932,0 days 00:00:00.215981,none,COMPLETE
157,-34.77475430736301,2025-12-07 15:40:03.405932,2025-12-07 15:40:03.607231,0 days 00:00:00.201299,none,COMPLETE
158,-34.77475430736301,2025-12-07 15:40:03.607231,2025-12-07 15:40:03.708070,0 days 00:00:00.100839,none,COMPLETE
159,-34.77475430736301,2025-12-07 15:40:03.709074,2025-12-07 15:40:03.923437,0 days 00:00:00.214363,none,COMPLETE
160,-34.77475430736301,2025-12-07 15:40:03.923437,2025-12-07 15:40:04.139376,0 days 00:00:00.215939,none,COMPLETE
161,-34.77475430736301,2025-12-07 15:40:04.139376,2025-12-07 15:40:04.355429,0 days 00:00:00.216053,none,COMPLETE
162,-34.77475430736301,2025-12-07 15:40:04.355429,2025-12-07 15:40:04.556549,0 days 00:00:00.201120,none,COMPLETE
163,-34.77475430736301,2025-12-07 15:40:04.556549,2025-12-07 15:40:04.772198,0 days 00:00:00.215649,none,COMPLETE
164,-34.77475430736301,2025-12-07 15:40:04.772198,2025-12-07 15:40:04.973589,0 days 00:00:00.201391,none,COMPLETE
165,-34.77475430736301,2025-12-07 15:40:04.973589,2025-12-07 15:40:05.174079,0 days 00:00:00.200490,none,COMPLETE
166,-34.77475430736301,2025-12-07 15:40:05.174079,2025-12-07 15:40:05.373945,0 days 00:00:00.199866,none,COMPLETE
167,-34.77475430736301,2025-12-07 15:40:05.373945,2025-12-07 15:40:05.573031,0 days 00:00:00.199086,none,COMPLETE
168,-34.77475430736301,2025-12-07 15:40:05.573031,2025-12-07 15:40:05.789839,0 days 00:00:00.216808,none,COMPLETE
169,-34.77475430736301,2025-12-07 15:40:05.790412,2025-12-07 15:40:05.989863,0 days 00:00:00.199451,none,COMPLETE
170,-34.77475430736301,2025-12-07 15:40:05.989863,2025-12-07 15:40:06.205346,0 days 00:00:00.215483,none,COMPLETE
171,-34.77475430736301,2025-12-07 15:40:06.205346,2025-12-07 15:40:06.405729,0 days 00:00:00.200383,none,COMPLETE
172,-34.77475430736301,2025-12-07 15:40:06.405729,2025-12-07 15:40:06.621384,0 days 00:00:00.215655,none,COMPLETE
173,-34.77475430736301,2025-12-07 15:40:06.621384,2025-12-07 15:40:06.823059,0 days 00:00:00.201675,none,COMPLETE
174,-34.77475430736301,2025-12-07 15:40:06.823059,2025-12-07 15:40:07.055203,0 days 00:00:00.232144,none,COMPLETE
175,-34.77475430736301,2025-12-07 15:40:07.055203,2025-12-07 15:40:07.255470,0 days 00:00:00.200267,none,COMPLETE
176,-34.77475430736301,2025-12-07 15:40:07.255470,2025-12-07 15:40:07.455962,0 days 00:00:00.200492,none,COMPLETE
177,-34.77475430736301,2025-12-07 15:40:07.455962,2025-12-07 15:40:07.657116,0 days 00:00:00.201154,none,COMPLETE
178,-34.77475430736301,2025-12-07 15:40:07.657116,2025-12-07 15:40:07.873116,0 days 00:00:00.216000,none,COMPLETE
179,-34.77475430736301,2025-12-07 15:40:07.873116,2025-12-07 15:40:08.089255,0 days 00:00:00.216139,none,COMPLETE
180,-34.77475430736301,2025-12-07 15:40:08.089255,2025-12-07 15:40:08.290534,0 days 00:00:00.201279,none,COMPLETE
181,-34.77475430736301,2025-12-07 15:40:08.290534,2025-12-07 15:40:08.505974,0 days 00:00:00.215440,none,COMPLETE
182,-34.77475430736301,2025-12-07 15:40:08.505974,2025-12-07 15:40:08.706692,0 days 00:00:00.200718,none,COMPLETE
183,-34.77475430736301,2025-12-07 15:40:08.706692,2025-12-07 15:40:08.905619,0 days 00:00:00.198927,none,COMPLETE
184,-34.77475430736301,2025-12-07 15:40:08.905619,2025-12-07 15:40:09.104927,0 days 00:00:00.199308,none,COMPLETE
185,-34.77475430736301,2025-12-07 15:40:09.104927,2025-12-07 15:40:09.306387,0 days 00:00:00.201460,none,COMPLETE
186,-34.77475430736301,2025-12-07 15:40:09.306387,2025-12-07 15:40:09.509633,0 days 00:00:00.203246,none,COMPLETE
187,-34.77475430736301,2025-12-07 15:40:09.511641,2025-12-07 15:40:09.721334,0 days 00:00:00.209693,none,COMPLETE
188,-34.77475430736301,2025-12-07 15:40:09.723120,2025-12-07 15:40:09.922692,0 days 00:00:00.199572,none,COMPLETE
189,-34.77475430736301,2025-12-07 15:40:09.922692,2025-12-07 15:40:10.122813,0 days 00:00:00.200121,none,COMPLETE
190,-34.77475430736301,2025-12-07 15:40:10.122813,2025-12-07 15:40:10.339929,0 days 00:00:00.217116,none,COMPLETE
191,-34.77475430736301,2025-12-07 15:40:10.341939,2025-12-07 15:40:10.538848,0 days 00:00:00.196909,none,COMPLETE
192,-34.77475430736301,2025-12-07 15:40:10.538848,2025-12-07 15:40:10.741031,0 days 00:00:00.202183,none,COMPLETE
193,-34.77475430736301,2025-12-07 15:40:10.741031,2025-12-07 15:40:10.940507,0 days 00:00:00.199476,none,COMPLETE
194,-34.77475430736301,2025-12-07 15:40:10.940507,2025-12-07 15:40:11.156345,0 days 00:00:00.215838,none,COMPLETE
195,-34.77475430736301,2025-12-07 15:40:11.156345,2025-12-07 15:40:11.371964,0 days 00:00:00.215619,none,COMPLETE
196,-34.77475430736301,2025-12-07 15:40:11.371964,2025-12-07 15:40:11.589935,0 days 00:00:00.217971,none,COMPLETE
197,-34.77475430736301,2025-12-07 15:40:11.589935,2025-12-07 15:40:11.806397,0 days 00:00:00.216462,none,COMPLETE
198,-34.77475430736301,2025-12-07 15:40:11.807494,2025-12-07 15:40:12.022806,0 days 00:00:00.215312,none,COMPLETE
199,-34.77475430736301,2025-12-07 15:40:12.022806,2025-12-07 15:40:12.239103,0 days 00:00:00.216297,none,COMPLETE
