number,value,datetime_start,datetime_complete,duration,params_lgbm_colsample_bytree,params_lgbm_learning_rate,params_lgbm_max_depth,params_lgbm_min_child_samples,params_lgbm_n_estimators,params_lgbm_num_leaves,params_lgbm_reg_alpha,params_lgbm_reg_lambda,params_lgbm_subsample,user_attrs_feature_level,state
210,-0.0016559720935109083,2025-12-07 18:17:56.202638,2025-12-07 18:17:56.875426,0 days 00:00:00.672788,0.6372743495089749,0.018862786243104904,12,48,1301,108,1.4428892020327488,8.80730184447479,0.5675027876438088,simple2,COMPLETE
211,-0.0016559720935109083,2025-12-07 18:17:56.875426,2025-12-07 18:17:57.720719,0 days 00:00:00.845293,0.6814845178266259,0.035103306524498334,5,21,2018,90,4.193147871049608,0.43675989963832207,0.7598655472117871,simple2,COMPLETE
212,-0.0016559720935109083,2025-12-07 18:17:57.720719,2025-12-07 18:17:58.284588,0 days 00:00:00.563869,0.6742577680180911,0.01653164361503962,5,19,826,89,3.942070909371264,0.2297905323972998,0.7718489810446497,simple2,COMPLETE
213,-0.0016559720935109083,2025-12-07 18:17:58.284588,2025-12-07 18:17:59.241725,0 days 00:00:00.957137,0.9783825182185277,0.04056352772430882,5,23,2096,88,4.261500970058106,0.1857488704473023,0.741223316600718,simple2,COMPLETE
214,-0.0016559720935109083,2025-12-07 18:17:59.242739,2025-12-07 18:18:00.135021,0 days 00:00:00.892282,0.9114038963527591,0.0287477811955887,6,22,1921,92,4.375986819470543,0.13447485886324992,0.7706295706126008,simple2,COMPLETE
215,-0.0016559720935109083,2025-12-07 18:18:00.135021,2025-12-07 18:18:00.982764,0 days 00:00:00.847743,0.7118691678678386,0.00601605798702326,5,16,1809,102,4.040108756976657,0.12016022254750035,0.7591577402768428,simple2,COMPLETE
216,-0.0016559720935109083,2025-12-07 18:18:00.982764,2025-12-07 18:18:02.094571,0 days 00:00:01.111807,0.6524952360984027,0.03291660002794287,12,26,2925,117,4.149254173851943,0.152430596675677,0.5792493428027622,simple2,COMPLETE
217,-0.0016559720935109083,2025-12-07 18:18:02.094571,2025-12-07 18:18:03.270543,0 days 00:00:01.175972,0.6851418207693488,0.036838214893926635,3,87,3175,93,4.520987303986457,0.2964185712092499,0.605144033176168,simple2,COMPLETE
218,-0.0016559720935109083,2025-12-07 18:18:03.270543,2025-12-07 18:18:04.685214,0 days 00:00:01.414671,0.5119459426178882,0.057265850167165046,11,11,3986,87,1.6008776058765721,0.3753023462560209,0.7881280549868599,simple2,COMPLETE
219,-0.0016559720935109083,2025-12-07 18:18:04.687246,2025-12-07 18:18:05.110488,0 days 00:00:00.423242,0.6981671685432886,0.04310094368168439,5,20,357,106,2.821187243250995,1.021824245823891,0.5000583765832846,simple2,COMPLETE
220,-0.0016559720935109083,2025-12-07 18:18:05.110488,2025-12-07 18:18:06.333997,0 days 00:00:01.223509,0.5869603422533175,0.031075140109729126,12,76,3340,90,4.309354682132559,1.8136672550980886,0.590171181934971,simple2,COMPLETE
221,-0.0016559720935109083,2025-12-07 18:18:06.335938,2025-12-07 18:18:06.844592,0 days 00:00:00.508654,0.6096735376708142,0.02619191529061374,10,33,676,93,3.2735541823079606,0.24880939638590321,0.5876776792393379,simple2,COMPLETE
222,-0.0016559720935109083,2025-12-07 18:18:06.844592,2025-12-07 18:18:07.394561,0 days 00:00:00.549969,0.5805022804975688,0.029498026718137976,10,38,757,96,3.5953036190065086,1.4719310039808764,0.5596839141442285,simple2,COMPLETE
223,-0.0016559720935109083,2025-12-07 18:18:07.394561,2025-12-07 18:18:08.456896,0 days 00:00:01.062335,0.54636519960095,0.028122587876156402,10,31,2783,91,3.011116270806551,6.2217324579029585,0.5752319162759082,simple2,COMPLETE
224,-0.0016559720935109083,2025-12-07 18:18:08.456896,2025-12-07 18:18:09.038772,0 days 00:00:00.581876,0.5612962809705663,0.03157418479154156,10,40,915,127,3.819224172425366,0.7978663574685371,0.711130117000406,simple2,COMPLETE
225,-0.0016559720935109083,2025-12-07 18:18:09.038772,2025-12-07 18:18:09.652249,0 days 00:00:00.613477,0.7260665401203441,0.0050360965980213515,7,83,1055,94,2.7094268845986735,2.071330888667158,0.6572427948644387,simple2,COMPLETE
226,-0.0016559720935109083,2025-12-07 18:18:09.653255,2025-12-07 18:18:10.133241,0 days 00:00:00.479986,0.6007731147875741,0.08102512190487231,11,35,575,105,4.446594910728229,7.156391209632691,0.6367082620281282,simple2,COMPLETE
227,-0.0016559720935109083,2025-12-07 18:18:10.133241,2025-12-07 18:18:10.987158,0 days 00:00:00.853917,0.7888236564394995,0.038487731887925564,3,18,1937,98,3.716286260008645,1.3185037006545124,0.681667941359927,simple2,COMPLETE
228,-0.0016559720935109083,2025-12-07 18:18:10.987158,2025-12-07 18:18:12.271550,0 days 00:00:01.284392,0.5889316601780431,0.024626218610953158,12,62,3504,111,4.759583345712198,19.660964393485038,0.5400064165320998,simple2,COMPLETE
229,-0.0016559720935109083,2025-12-07 18:18:12.273449,2025-12-07 18:18:13.154827,0 days 00:00:00.881378,0.5752683347268568,0.008379625286110389,4,29,2170,84,3.1207465649154975,0.2115905910265867,0.6096567463564576,simple2,COMPLETE
230,-0.0016559720935109083,2025-12-07 18:18:13.154827,2025-12-07 18:18:14.467852,0 days 00:00:01.313025,0.6897839800992943,0.01166048999023297,9,98,3807,109,2.246851795127653,1.7004256849182646,0.6227018028772577,simple2,COMPLETE
