number,value,datetime_start,datetime_complete,duration,params_ridge_alpha,user_attrs_feature_level,state
124,-25413.5399393047,2025-12-07 16:43:50.857111,2025-12-07 16:43:52.328299,0 days 00:00:01.471188,476.177419533895,advanced,COMPLETE
125,-11804.042228388973,2025-12-07 16:43:52.329300,2025-12-07 16:43:53.848280,0 days 00:00:01.518980,996.8659834690883,advanced,COMPLETE
126,-38064.34949753723,2025-12-07 16:43:53.849841,2025-12-07 16:43:55.281662,0 days 00:00:01.431821,301.7287600608128,advanced,COMPLETE
127,-212831.01648988863,2025-12-07 16:43:55.282795,2025-12-07 16:43:56.750084,0 days 00:00:01.467289,0.8398747878281033,advanced,COMPLETE
128,-12347.259043139418,2025-12-07 16:43:56.751616,2025-12-07 16:43:58.182464,0 days 00:00:01.430848,958.1378481687956,advanced,COMPLETE
129,-18694.063313689472,2025-12-07 16:43:58.183626,2025-12-07 16:43:59.658945,0 days 00:00:01.475319,651.771344131178,advanced,COMPLETE
130,-53165.508228515675,2025-12-07 16:43:59.660953,2025-12-07 16:44:01.109985,0 days 00:00:01.449032,200.15809767178857,advanced,COMPLETE
131,-27631.246472838513,2025-12-07 16:44:01.111992,2025-12-07 16:44:02.632138,0 days 00:00:01.520146,435.01644315555484,advanced,COMPLETE
132,-11836.811708167761,2025-12-07 16:44:02.633033,2025-12-07 16:44:04.127183,0 days 00:00:01.494150,994.4454498566239,advanced,COMPLETE
133,-17163.782231843976,2025-12-07 16:44:04.127183,2025-12-07 16:44:05.449873,0 days 00:00:01.322690,707.9221515117392,advanced,COMPLETE
134,-2671538.7815767764,2025-12-07 16:44:05.450771,2025-12-07 16:44:06.999202,0 days 00:00:01.548431,0.001252818735576637,advanced,COMPLETE
135,-23822.43838027204,2025-12-07 16:44:06.999202,2025-12-07 16:44:08.525631,0 days 00:00:01.526429,509.8850035702318,advanced,COMPLETE
136,-12365.98151218648,2025-12-07 16:44:08.526956,2025-12-07 16:44:10.026435,0 days 00:00:01.499479,956.8540142007728,advanced,COMPLETE
137,-11771.02422699177,2025-12-07 16:44:10.026435,2025-12-07 16:44:11.537509,0 days 00:00:01.511074,999.3162954777592,advanced,COMPLETE
138,-33614.841820742695,2025-12-07 16:44:11.538620,2025-12-07 16:44:13.048115,0 days 00:00:01.509495,349.02074593232817,advanced,COMPLETE
139,-17786.922239106123,2025-12-07 16:44:13.049118,2025-12-07 16:44:14.532195,0 days 00:00:01.483077,684.0669480331142,advanced,COMPLETE
140,-22334.4806958831,2025-12-07 16:44:14.533486,2025-12-07 16:44:15.979041,0 days 00:00:01.445555,545.2034465746475,advanced,COMPLETE
141,-12580.464776603958,2025-12-07 16:44:15.981049,2025-12-07 16:44:17.443685,0 days 00:00:01.462636,942.3754203626982,advanced,COMPLETE
142,-16638.052862136057,2025-12-07 16:44:17.445293,2025-12-07 16:44:18.949175,0 days 00:00:01.503882,729.2197242954063,advanced,COMPLETE
143,-11951.14599271928,2025-12-07 16:44:18.950240,2025-12-07 16:44:20.527250,0 days 00:00:01.577010,986.0873313038312,advanced,COMPLETE
144,-22629.728943097507,2025-12-07 16:44:20.528255,2025-12-07 16:44:22.057425,0 days 00:00:01.529170,537.8727290125437,advanced,COMPLETE
145,-11785.017574506031,2025-12-07 16:44:22.058289,2025-12-07 16:44:23.582035,0 days 00:00:01.523746,998.2764243292592,advanced,COMPLETE
146,-30363.184899810673,2025-12-07 16:44:23.583041,2025-12-07 16:44:25.100641,0 days 00:00:01.517600,391.86303752560866,advanced,COMPLETE
147,-16974.3637676706,2025-12-07 16:44:25.101152,2025-12-07 16:44:26.586920,0 days 00:00:01.485768,715.4668724181043,advanced,COMPLETE
148,-40726.97076220151,2025-12-07 16:44:26.586920,2025-12-07 16:44:28.033035,0 days 00:00:01.446115,278.2582065411964,advanced,COMPLETE
149,-28871.437816954876,2025-12-07 16:44:28.035132,2025-12-07 16:44:29.524275,0 days 00:00:01.489143,414.50104905987484,advanced,COMPLETE
150,-11774.593491109743,2025-12-07 16:44:29.524275,2025-12-07 16:44:30.982326,0 days 00:00:01.458051,999.0508601182426,advanced,COMPLETE
151,-16342.706541929847,2025-12-07 16:44:30.983837,2025-12-07 16:44:32.412893,0 days 00:00:01.429056,741.690886211796,advanced,COMPLETE
152,-12417.888805939212,2025-12-07 16:44:32.413936,2025-12-07 16:44:33.990488,0 days 00:00:01.576552,953.3116108379115,advanced,COMPLETE
153,-22016.14454348838,2025-12-07 16:44:33.991488,2025-12-07 16:44:35.502099,0 days 00:00:01.510611,553.2990325933272,advanced,COMPLETE
154,-17703.34110695041,2025-12-07 16:44:35.503103,2025-12-07 16:44:37.026306,0 days 00:00:01.523203,687.1837673067986,advanced,COMPLETE
155,-23227.047498444193,2025-12-07 16:44:37.026306,2025-12-07 16:44:38.513273,0 days 00:00:01.486967,523.5412469038753,advanced,COMPLETE
156,-36116.29719215201,2025-12-07 16:44:38.515095,2025-12-07 16:44:40.125359,0 days 00:00:01.610264,321.0499882875499,advanced,COMPLETE
157,-12393.557953689306,2025-12-07 16:44:40.126365,2025-12-07 16:44:41.632528,0 days 00:00:01.506163,954.968968984218,advanced,COMPLETE
158,-16769.630521147847,2025-12-07 16:44:41.634039,2025-12-07 16:44:43.196087,0 days 00:00:01.562048,723.7835332253625,advanced,COMPLETE
159,-26543.418002394086,2025-12-07 16:44:43.201479,2025-12-07 16:44:44.722576,0 days 00:00:01.521097,454.4350535504461,advanced,COMPLETE
160,-12192.710887384945,2025-12-07 16:44:44.724095,2025-12-07 16:44:46.298727,0 days 00:00:01.574632,968.8615271946389,advanced,COMPLETE
161,-17770.84784297045,2025-12-07 16:44:46.300236,2025-12-07 16:44:47.849299,0 days 00:00:01.549063,684.6644433017955,advanced,COMPLETE
162,-1536684.0634952418,2025-12-07 16:44:47.850303,2025-12-07 16:44:49.361597,0 days 00:00:01.511294,0.03193912773814254,advanced,COMPLETE
163,-11948.009415754392,2025-12-07 16:44:49.361597,2025-12-07 16:44:50.881811,0 days 00:00:01.520214,986.3148332512491,advanced,COMPLETE
164,-22584.278327713633,2025-12-07 16:44:50.883556,2025-12-07 16:44:52.365519,0 days 00:00:01.481963,538.9903269674091,advanced,COMPLETE
165,-17549.13020121182,2025-12-07 16:44:52.366741,2025-12-07 16:44:53.840093,0 days 00:00:01.473352,693.0005180869325,advanced,COMPLETE
166,-32109.037886266637,2025-12-07 16:44:53.840093,2025-12-07 16:44:55.418975,0 days 00:00:01.578882,367.8499935715338,advanced,COMPLETE
167,-15927.293678534572,2025-12-07 16:44:55.420043,2025-12-07 16:44:56.979813,0 days 00:00:01.559770,759.8904066359578,advanced,COMPLETE
168,-12182.26271314929,2025-12-07 16:44:56.980815,2025-12-07 16:44:58.550775,0 days 00:00:01.569960,969.5947202668872,advanced,COMPLETE
169,-224699.64310157872,2025-12-07 16:44:58.552831,2025-12-07 16:45:00.151383,0 days 00:00:01.598552,4.396971508374938,advanced,COMPLETE
170,-11970.075822374363,2025-12-07 16:45:00.152388,2025-12-07 16:45:01.651900,0 days 00:00:01.499512,984.7164363280195,advanced,COMPLETE
171,-23151.32224205535,2025-12-07 16:45:01.652904,2025-12-07 16:45:03.065263,0 days 00:00:01.412359,525.3222635583114,advanced,COMPLETE
172,-11950.983972712524,2025-12-07 16:45:03.066317,2025-12-07 16:45:04.567943,0 days 00:00:01.501626,986.099080474234,advanced,COMPLETE
173,-12131.255228920303,2025-12-07 16:45:04.569949,2025-12-07 16:45:06.200543,0 days 00:00:01.630594,973.1893227687951,advanced,COMPLETE
174,-11869.655626913409,2025-12-07 16:45:06.201688,2025-12-07 16:45:07.746765,0 days 00:00:01.545077,992.0306643519132,advanced,COMPLETE
175,-20239.910253604383,2025-12-07 16:45:07.747635,2025-12-07 16:45:09.381838,0 days 00:00:01.634203,602.4896268243482,advanced,COMPLETE
176,-28956.677600462343,2025-12-07 16:45:09.381838,2025-12-07 16:45:11.020089,0 days 00:00:01.638251,413.1499030293608,advanced,COMPLETE
177,-17934.897502298016,2025-12-07 16:45:11.021089,2025-12-07 16:45:12.518965,0 days 00:00:01.497876,678.6093959292705,advanced,COMPLETE
178,-11921.991308187986,2025-12-07 16:45:12.520469,2025-12-07 16:45:14.097710,0 days 00:00:01.577241,988.2058437199753,advanced,COMPLETE
179,-23871.10422478248,2025-12-07 16:45:14.098717,2025-12-07 16:45:15.585310,0 days 00:00:01.486593,508.79528446896813,advanced,COMPLETE
180,-39283.778483425194,2025-12-07 16:45:15.586371,2025-12-07 16:45:17.150200,0 days 00:00:01.563829,290.589089524517,advanced,COMPLETE
181,-16735.681503905722,2025-12-07 16:45:17.151794,2025-12-07 16:45:18.665851,0 days 00:00:01.514057,725.1792323224288,advanced,COMPLETE
182,-12162.663231676544,2025-12-07 16:45:18.666357,2025-12-07 16:45:20.162131,0 days 00:00:01.495774,970.9729467255924,advanced,COMPLETE
183,-17351.747264487665,2025-12-07 16:45:20.162131,2025-12-07 16:45:21.740611,0 days 00:00:01.578480,700.5734861910487,advanced,COMPLETE
184,-12084.079241856425,2025-12-07 16:45:21.740611,2025-12-07 16:45:23.451560,0 days 00:00:01.710949,976.5365358922252,advanced,COMPLETE
185,-21796.4091936542,2025-12-07 16:45:23.453574,2025-12-07 16:45:25.102803,0 days 00:00:01.649229,559.0069267076441,advanced,COMPLETE
186,-29095.643163497927,2025-12-07 16:45:25.102803,2025-12-07 16:45:26.697549,0 days 00:00:01.594746,410.96267547466033,advanced,COMPLETE
187,-16814.728336064596,2025-12-07 16:45:26.697549,2025-12-07 16:45:28.222273,0 days 00:00:01.524724,721.9368634399068,advanced,COMPLETE
188,-21849.430957969696,2025-12-07 16:45:28.223277,2025-12-07 16:45:29.736426,0 days 00:00:01.513149,557.6204916202694,advanced,COMPLETE
189,-11813.724098706087,2025-12-07 16:45:29.736426,2025-12-07 16:45:31.274715,0 days 00:00:01.538289,996.1496558775972,advanced,COMPLETE
190,-16185.637183036122,2025-12-07 16:45:31.275595,2025-12-07 16:45:32.734799,0 days 00:00:01.459204,748.4794889518012,advanced,COMPLETE
191,-11986.29474254668,2025-12-07 16:45:32.736604,2025-12-07 16:45:34.236083,0 days 00:00:01.499479,983.5447525355247,advanced,COMPLETE
192,-16599.55099651142,2025-12-07 16:45:34.236083,2025-12-07 16:45:35.769760,0 days 00:00:01.533677,730.8242167834912,advanced,COMPLETE
193,-11851.361561680022,2025-12-07 16:45:35.770765,2025-12-07 16:45:37.301343,0 days 00:00:01.530578,993.3743159024386,advanced,COMPLETE
194,-24794.64031164565,2025-12-07 16:45:37.303294,2025-12-07 16:45:38.818912,0 days 00:00:01.515618,488.8332691649718,advanced,COMPLETE
195,-11932.836265931786,2025-12-07 16:45:38.819366,2025-12-07 16:45:40.418537,0 days 00:00:01.599171,987.4167861230934,advanced,COMPLETE
196,-19592.60343165732,2025-12-07 16:45:40.420546,2025-12-07 16:45:41.854725,0 days 00:00:01.434179,622.3144249589266,advanced,COMPLETE
197,-27806.825925945745,2025-12-07 16:45:41.856731,2025-12-07 16:45:43.473262,0 days 00:00:01.616531,432.0110485881684,advanced,COMPLETE
198,-18384.638550475745,2025-12-07 16:45:43.473262,2025-12-07 16:45:44.935433,0 days 00:00:01.462171,662.4821632206837,advanced,COMPLETE
199,-15821.176719102807,2025-12-07 16:45:44.936994,2025-12-07 16:45:46.450131,0 days 00:00:01.513137,764.6684628431595,advanced,COMPLETE
200,-32399.137612428047,2025-12-07 16:45:46.451160,2025-12-07 16:45:47.980934,0 days 00:00:01.529774,364.0943573611094,advanced,COMPLETE
201,-12247.932079467435,2025-12-07 16:45:47.981947,2025-12-07 16:45:49.450468,0 days 00:00:01.468521,965.0038417376156,advanced,COMPLETE
202,-16077.8313371747,2025-12-07 16:45:49.451562,2025-12-07 16:45:50.954084,0 days 00:00:01.502522,753.2036096553278,advanced,COMPLETE
