number,value,datetime_start,datetime_complete,duration,params_lasso_alpha,user_attrs_feature_level,state
104,-0.029848181308286554,2025-12-07 17:17:49.822040,2025-12-07 17:17:51.547033,0 days 00:00:01.724993,0.0003440586011583687,extensive,COMPLETE
105,-0.07297389751664778,2025-12-07 17:17:51.547033,2025-12-07 17:17:53.444787,0 days 00:00:01.897754,0.00023996685648465272,extensive,COMPLETE
106,-0.0016559721242364045,2025-12-07 17:17:53.444787,2025-12-07 17:17:54.948801,0 days 00:00:01.504014,0.0011932817690853913,extensive,COMPLETE
107,-3.250616648731164e-05,2025-12-07 17:17:54.950424,2025-12-07 17:17:56.579525,0 days 00:00:01.629101,0.0006654543708803623,extensive,COMPLETE
108,-0.0008479892834286998,2025-12-07 17:17:56.581530,2025-12-07 17:17:58.210589,0 days 00:00:01.629059,0.0008166740547150453,extensive,COMPLETE
109,-0.0016559721242364045,2025-12-07 17:17:58.210589,2025-12-07 17:17:59.810109,0 days 00:00:01.599520,0.0019675075077497015,extensive,COMPLETE
110,-0.0035530765511437856,2025-12-07 17:17:59.810109,2025-12-07 17:18:01.520746,0 days 00:00:01.710637,0.0004712695888653038,extensive,COMPLETE
111,-0.03697898387780859,2025-12-07 17:18:01.522753,2025-12-07 17:18:03.280006,0 days 00:00:01.757253,0.00031540623418891236,extensive,COMPLETE
112,-2.9518929538507876e-06,2025-12-07 17:18:03.282014,2025-12-07 17:18:04.922123,0 days 00:00:01.640109,0.0006578977422398789,extensive,COMPLETE
113,4.6733058577423194e-05,2025-12-07 17:18:04.924130,2025-12-07 17:18:06.588028,0 days 00:00:01.663898,0.0006377468024988895,extensive,COMPLETE
114,-4.2353824588429546e-05,2025-12-07 17:18:06.594033,2025-12-07 17:18:08.247295,0 days 00:00:01.653262,0.0006676602880863954,extensive,COMPLETE
115,-5.297796753678252e-05,2025-12-07 17:18:08.247295,2025-12-07 17:18:09.878501,0 days 00:00:01.631206,0.0006699123444186021,extensive,COMPLETE
116,-0.0011749133855918359,2025-12-07 17:18:09.879821,2025-12-07 17:18:11.540881,0 days 00:00:01.661060,0.0008873822428533934,extensive,COMPLETE
117,-0.0016559721242364045,2025-12-07 17:18:11.542889,2025-12-07 17:18:13.157732,0 days 00:00:01.614843,0.0014051849979998285,extensive,COMPLETE
118,5.5875723133554565e-05,2025-12-07 17:18:13.160239,2025-12-07 17:18:14.802329,0 days 00:00:01.642090,0.0006413751766241281,extensive,COMPLETE
119,-0.0093068071574135,2025-12-07 17:18:14.803257,2025-12-07 17:18:16.512448,0 days 00:00:01.709191,0.00043069870659692396,extensive,COMPLETE
120,-0.0014603800615702693,2025-12-07 17:18:16.514374,2025-12-07 17:18:18.223666,0 days 00:00:01.709292,0.0005168661023399559,extensive,COMPLETE
121,-0.00021296669390732012,2025-12-07 17:18:18.225813,2025-12-07 17:18:19.867280,0 days 00:00:01.641467,0.0006940197177735691,extensive,COMPLETE
122,-0.0016377850305662929,2025-12-07 17:18:19.868706,2025-12-07 17:18:21.547263,0 days 00:00:01.678557,0.0010717171041687242,extensive,COMPLETE
123,-0.0003211114075842847,2025-12-07 17:18:21.547263,2025-12-07 17:18:23.064980,0 days 00:00:01.517717,0.0007057166402717743,extensive,COMPLETE
124,-0.019279162855524407,2025-12-07 17:18:23.067484,2025-12-07 17:18:24.760214,0 days 00:00:01.692730,0.00038633074102101424,extensive,COMPLETE
125,-0.001355144980042781,2025-12-07 17:18:24.760214,2025-12-07 17:18:26.358821,0 days 00:00:01.598607,0.0009571654238300728,extensive,COMPLETE
126,-2.640184265663888e-05,2025-12-07 17:18:26.358821,2025-12-07 17:18:28.009425,0 days 00:00:01.650604,0.0006225410303920777,extensive,COMPLETE
127,-0.0016559721242364045,2025-12-07 17:18:28.009425,2025-12-07 17:18:29.638201,0 days 00:00:01.628776,0.0014804890422875552,extensive,COMPLETE
128,-0.0024648615795061315,2025-12-07 17:18:29.638201,2025-12-07 17:18:31.364822,0 days 00:00:01.726621,0.000490654257332397,extensive,COMPLETE
129,-0.03758882432787214,2025-12-07 17:18:31.366826,2025-12-07 17:18:33.148650,0 days 00:00:01.781824,0.0003128712916730552,extensive,COMPLETE
130,-0.0016559721242364045,2025-12-07 17:18:33.148650,2025-12-07 17:18:34.776870,0 days 00:00:01.628220,3.3049705327135275,extensive,COMPLETE
